PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.mon.1.r1.az.nf.1;Detección basada en reglas;op.mon.1.r1 ;operacional;monitorización del sistema;Activación del Network Flow Log para la identificación del tráfico de la red.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher NetworkWatcher_centralus from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has no flow logs;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_centralus;network_flow_log_captured_sent;False;NetworkWatcher_centralus;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Auditoría delos registros de los servicios de GCP con la suficiente retención para la vigilancia de la información;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher NetworkWatcher_centralus from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has no flow logs;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_centralus;network_flow_log_captured_sent;False;NetworkWatcher_centralus;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.s.4.r1.az.nt.1;Detección y reacción;mp.s.4.r1;medidas de protección;protección de los servicios;Habilitar el flujo de logs de la red para la captura de los datos enviados;alto;requisito;disponibilidad;automático;;FAIL;Network Watcher NetworkWatcher_centralus from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has no flow logs;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_centralus;network_flow_log_captured_sent;False;NetworkWatcher_centralus;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.exp.8.r3.az.nt.1;Retención de registros;op.exp.8.r3;operacional;explotación;La configuración de los registros debe estar configurada con un período de retención.;alto;refuerzo;trazabilidad;automático;;FAIL;Network Watcher NetworkWatcher_centralus from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has no flow logs;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_centralus;network_flow_log_more_than_90_days;False;NetworkWatcher_centralus;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Auditoría delos registros de los servicios de GCP con la suficiente retención para la vigilancia de la información;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher NetworkWatcher_centralus from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has no flow logs;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_centralus;network_flow_log_more_than_90_days;False;NetworkWatcher_centralus;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.com.3.r2.az.tls.1;Algoritmos y parámetros autorizados;mp.com.3.r2 ;medidas de protección;protección de las comunicaciones;La versión de TLS para las aplicaciones debe de ser como mínimo versión 1.2;alto;refuerzo;integridad,autenticidad;automático;;FAIL;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has HTTP internet access allowed.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;network_http_internet_access_restricted;False;nsg-web-cloudguardian-lab;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.com.4.r3.az.1;Segmentación física;mp.com.4.r3;medidas de protección;protección de las comunicaciones;Configuración de VNETs para el aislamiento de redes;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has HTTP internet access allowed.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;network_http_internet_access_restricted;False;nsg-web-cloudguardian-lab;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.com.4.r4.az.nt.1;Puntos de interconexión;mp.com.4.r4;medidas de protección;protección de las comunicaciones;Asegurarse de que el acceso a la red de conexión con  internet esté protegida.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has HTTP internet access allowed.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;network_http_internet_access_restricted;False;nsg-web-cloudguardian-lab;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.s.4.az.nt.1;Protección frente a denegación de servicio;mp.s.4;medidas de protección;protección de los servicios;El acceso a la red de conexión con internet debe estar restringida.;alto;requisito;disponibilidad;automático;;FAIL;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has HTTP internet access allowed.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;network_http_internet_access_restricted;False;nsg-web-cloudguardian-lab;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.com.1.az.nw.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de RDP;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has RDP internet access restricted.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;network_rdp_internet_access_restricted;False;nsg-web-cloudguardian-lab;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.com.1.az.nw.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de SSH;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has SSH internet access allowed.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;network_ssh_internet_access_restricted;False;nsg-web-cloudguardian-lab;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.com.1.az.nw.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de UDP.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has UDP internet access restricted.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;network_udp_internet_access_restricted;False;nsg-web-cloudguardian-lab;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-30 20:17:09.719034;op.mon.1.az.nw.1;Detección de intrusión;op.mon.1 ;operacional;monitorización del sistema;Activación del Network Watcher para la captura de paquetes y detección del tráfico de la red.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9)': southafricanorth, japaneast, southafricawest, qatarcentral, switzerlandnorth, northeurope, francesouth, southeastasia, koreacentral, brazilsouth, belgiumcentral, australiacentral, westindia, eastus, australiacentral2, jioindiawest, norwaywest, swedencentral, austriaeast, westcentralus, germanywestcentral, southcentralus, uaecentral, norwayeast, koreasouth, westus2, centralindia, indonesiacentral, japanwest, mexicocentral, chilecentral, northcentralus, westeurope, southindia, brazilsoutheast, francecentral, westus, malaysiawest, australiasoutheast, newzealandnorth, westus3, australiaeast, uksouth, polandcentral, spaincentral, israelcentral, canadaeast, eastus2, jioindiacentral, italynorth, uaenorth, switzerlandwest, ukwest, germanynorth, canadacentral, denmarkeast, eastasia.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;network_watcher_enabled;False;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-30 20:17:09.719034;op.mon.2.r2.az.ma.1;Eficiencia del sistema de gestión de la seguridad;op.mon.2.r2 ;operacional;monitorización del sistema;Asegurar que el monitor de diagnóstico de la actividad de la subscrición esté activa.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9)': southafricanorth, japaneast, southafricawest, qatarcentral, switzerlandnorth, northeurope, francesouth, southeastasia, koreacentral, brazilsouth, belgiumcentral, australiacentral, westindia, eastus, australiacentral2, jioindiawest, norwaywest, swedencentral, austriaeast, westcentralus, germanywestcentral, southcentralus, uaecentral, norwayeast, koreasouth, westus2, centralindia, indonesiacentral, japanwest, mexicocentral, chilecentral, northcentralus, westeurope, southindia, brazilsoutheast, francecentral, westus, malaysiawest, australiasoutheast, newzealandnorth, westus3, australiaeast, uksouth, polandcentral, spaincentral, israelcentral, canadaeast, eastus2, jioindiacentral, italynorth, uaenorth, switzerlandwest, ukwest, germanynorth, canadacentral, denmarkeast, eastasia.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;network_watcher_enabled;False;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-30 20:17:09.719034;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Habilitar Network Watcher para registrar y mantener la información de seguridad centralizada.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9)': southafricanorth, japaneast, southafricawest, qatarcentral, switzerlandnorth, northeurope, francesouth, southeastasia, koreacentral, brazilsouth, belgiumcentral, australiacentral, westindia, eastus, australiacentral2, jioindiawest, norwaywest, swedencentral, austriaeast, westcentralus, germanywestcentral, southcentralus, uaecentral, norwayeast, koreasouth, westus2, centralindia, indonesiacentral, japanwest, mexicocentral, chilecentral, northcentralus, westeurope, southindia, brazilsoutheast, francecentral, westus, malaysiawest, australiasoutheast, newzealandnorth, westus3, australiaeast, uksouth, polandcentral, spaincentral, israelcentral, canadaeast, eastus2, jioindiacentral, italynorth, uaenorth, switzerlandwest, ukwest, germanynorth, canadacentral, denmarkeast, eastasia.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;network_watcher_enabled;False;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-30 20:17:09.719034;mp.com.1.az.nw.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de RDP;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9)': southafricanorth, japaneast, southafricawest, qatarcentral, switzerlandnorth, northeurope, francesouth, southeastasia, koreacentral, brazilsouth, belgiumcentral, australiacentral, westindia, eastus, australiacentral2, jioindiawest, norwaywest, swedencentral, austriaeast, westcentralus, germanywestcentral, southcentralus, uaecentral, norwayeast, koreasouth, westus2, centralindia, indonesiacentral, japanwest, mexicocentral, chilecentral, northcentralus, westeurope, southindia, brazilsoutheast, francecentral, westus, malaysiawest, australiasoutheast, newzealandnorth, westus3, australiaeast, uksouth, polandcentral, spaincentral, israelcentral, canadaeast, eastus2, jioindiacentral, italynorth, uaenorth, switzerlandwest, ukwest, germanynorth, canadacentral, denmarkeast, eastasia.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;network_watcher_enabled;False;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-30 20:17:09.719034;mp.com.1.az.nw.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de SSH;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9)': southafricanorth, japaneast, southafricawest, qatarcentral, switzerlandnorth, northeurope, francesouth, southeastasia, koreacentral, brazilsouth, belgiumcentral, australiacentral, westindia, eastus, australiacentral2, jioindiawest, norwaywest, swedencentral, austriaeast, westcentralus, germanywestcentral, southcentralus, uaecentral, norwayeast, koreasouth, westus2, centralindia, indonesiacentral, japanwest, mexicocentral, chilecentral, northcentralus, westeurope, southindia, brazilsoutheast, francecentral, westus, malaysiawest, australiasoutheast, newzealandnorth, westus3, australiaeast, uksouth, polandcentral, spaincentral, israelcentral, canadaeast, eastus2, jioindiacentral, italynorth, uaenorth, switzerlandwest, ukwest, germanynorth, canadacentral, denmarkeast, eastasia.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;network_watcher_enabled;False;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-30 20:17:09.719034;mp.com.1.az.nw.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de UDP.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9)': southafricanorth, japaneast, southafricawest, qatarcentral, switzerlandnorth, northeurope, francesouth, southeastasia, koreacentral, brazilsouth, belgiumcentral, australiacentral, westindia, eastus, australiacentral2, jioindiawest, norwaywest, swedencentral, austriaeast, westcentralus, germanywestcentral, southcentralus, uaecentral, norwayeast, koreasouth, westus2, centralindia, indonesiacentral, japanwest, mexicocentral, chilecentral, northcentralus, westeurope, southindia, brazilsoutheast, francecentral, westus, malaysiawest, australiasoutheast, newzealandnorth, westus3, australiaeast, uksouth, polandcentral, spaincentral, israelcentral, canadaeast, eastus2, jioindiacentral, italynorth, uaenorth, switzerlandwest, ukwest, germanynorth, canadacentral, denmarkeast, eastasia.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;network_watcher_enabled;False;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2026-06-30 20:17:09.719034;mp.com.3.az.nw.1;Protección de la integridad y de la autenticidad;mp.com.3 ;medidas de protección;protección de las comunicaciones;Asegurarse de que la comunicación del frontal sea a través de HTTPS.;alto;requisito;integridad,autenticidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9)': southafricanorth, japaneast, southafricawest, qatarcentral, switzerlandnorth, northeurope, francesouth, southeastasia, koreacentral, brazilsouth, belgiumcentral, australiacentral, westindia, eastus, australiacentral2, jioindiawest, norwaywest, swedencentral, austriaeast, westcentralus, germanywestcentral, southcentralus, uaecentral, norwayeast, koreasouth, westus2, centralindia, indonesiacentral, japanwest, mexicocentral, chilecentral, northcentralus, westeurope, southindia, brazilsoutheast, francecentral, westus, malaysiawest, australiasoutheast, newzealandnorth, westus3, australiaeast, uksouth, polandcentral, spaincentral, israelcentral, canadaeast, eastus2, jioindiacentral, italynorth, uaenorth, switzerlandwest, ukwest, germanynorth, canadacentral, denmarkeast, eastasia.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;network_watcher_enabled;False;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.acc.6.r5.az.eid.4;Registro de la actividad;op.acc.6.r5;operacional;control de acceso;El registro de actividad en los servicios de SQL Server debe de estar habilitado.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;SQL Server sql-cloudguardian-lab-8kd45 from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) does not have any auditing policy configured.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-8kd45;sqlserver_auditing_enabled;False;sql-cloudguardian-lab-8kd45;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.exp.8.r3.az.nt.1;Retención de registros;op.exp.8.r3;operacional;explotación;La configuración de los registros debe estar configurada con un período de retención.;alto;refuerzo;trazabilidad;automático;;FAIL;SQL Server sql-cloudguardian-lab-8kd45 from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has auditing disabled.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-8kd45;sqlserver_auditing_retention_90_days;False;sql-cloudguardian-lab-8kd45;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Auditoría delos registros de los servicios de GCP con la suficiente retención para la vigilancia de la información;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;SQL Server sql-cloudguardian-lab-8kd45 from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has auditing disabled.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-8kd45;sqlserver_auditing_retention_90_days;False;sql-cloudguardian-lab-8kd45;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;mp.s.4.r1.az.nt.4;Detección y reacción;mp.s.4.r1;medidas de protección;protección de los servicios;Habilitar defender para los servicios de bases de datos en la nube;alto;requisito;disponibilidad;automático;;FAIL;SQL Server sql-cloudguardian-lab-8kd45 from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has microsoft defender disabled.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-8kd45;sqlserver_microsoft_defender_enabled;False;sql-cloudguardian-lab-8kd45;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.mon.3.r5.az.1;Minería de datos;op.mon.3.r5 ;operacional;monitorización del sistema;Aplicación de medidas para restringir el acceso a datos sin autorización en los servicios de la nube;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;SQL Server sql-cloudguardian-lab-8kd45 from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has firewall rules allowing 0.0.0.0-255.255.255.255.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-8kd45;sqlserver_unrestricted_inbound_access;False;sql-cloudguardian-lab-8kd45;ENS;ENS RD 311/2022 - Categoría Alta
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;centralus;2026-06-30 20:17:09.719034;op.mon.2.r2.az.ma.1;Eficiencia del sistema de gestión de la seguridad;op.mon.2.r2 ;operacional;monitorización del sistema;Asegurar que el monitor de diagnóstico de la actividad de la subscrición esté activa.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;SQL Server sql-cloudguardian-lab-8kd45 from subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) has vulnerability assessment disabled.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-8kd45;sqlserver_va_emails_notifications_admins_enabled;False;sql-cloudguardian-lab-8kd45;ENS;ENS RD 311/2022 - Categoría Alta
