PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_CATEGORY;REQUIREMENTS_ATTRIBUTES_OBJETIVE_ID;REQUIREMENTS_ATTRIBUTES_OBJETIVE_NAME;REQUIREMENTS_ATTRIBUTES_CHECK_SUMMARY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.H;System and Application Access Control;Avoid the use of the 'root' account;A.9 Access Control;A.9.4.H;System and Application Access Control;Avoid the use of the 'root' account;FAIL;Root user in the account was last accessed 1 days ago.;arn:aws:iam::735291151388:root;iam_avoid_root_usage;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.N;User Access Management;Ensure no root account access key exists;A.9 Access Control;A.9.2.N;User Access Management;Ensure no root account access key exists;PASS;Root account does not have access keys.;arn:aws:iam::735291151388:root;iam_no_root_access_key;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.N;System and Application Access Control;Ensure no root account access key exists;A.9 Access Control;A.9.4.N;System and Application Access Control;Ensure no root account access key exists;PASS;Root account does not have access keys.;arn:aws:iam::735291151388:root;iam_no_root_access_key;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.A;User Access Management;Ensure IAM password policy expires passwords within 90 days or less;A.9 Access Control;A.9.2.A;User Access Management;Ensure IAM password policy expires passwords within 90 days or less;FAIL;Password expiration is not set.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_expires_passwords_within_90_days_or_less;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.A;User Responsibilities;Ensure IAM password policy expires passwords within 90 days or less;A.9 Access Control;A.9.3.A;User Responsibilities;Ensure IAM password policy expires passwords within 90 days or less;FAIL;Password expiration is not set.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_expires_passwords_within_90_days_or_less;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.A;System and Application Access Control;Ensure IAM password policy expires passwords within 90 days or less;A.9 Access Control;A.9.4.A;System and Application Access Control;Ensure IAM password policy expires passwords within 90 days or less;FAIL;Password expiration is not set.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_expires_passwords_within_90_days_or_less;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.F;User Access Management;Ensure IAM password policy require at least one lowercase letter;A.9 Access Control;A.9.2.F;User Access Management;Ensure IAM password policy require at least one lowercase letter;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_lowercase;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.F;User Responsibilities;Ensure IAM password policy require at least one lowercase letter;A.9 Access Control;A.9.3.F;User Responsibilities;Ensure IAM password policy require at least one lowercase letter;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_lowercase;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.F;System and Application Access Control;Ensure IAM password policy require at least one lowercase letter;A.9 Access Control;A.9.4.F;System and Application Access Control;Ensure IAM password policy require at least one lowercase letter;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_lowercase;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.C;User Access Management;Ensure IAM password policy requires minimum length of 14 or greater;A.9 Access Control;A.9.2.C;User Access Management;Ensure IAM password policy requires minimum length of 14 or greater;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_minimum_length_14;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.C;User Responsibilities;Ensure IAM password policy requires minimum length of 14 or greater;A.9 Access Control;A.9.3.C;User Responsibilities;Ensure IAM password policy requires minimum length of 14 or greater;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_minimum_length_14;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.C;System and Application Access Control;Ensure IAM password policy requires minimum length of 14 or greater;A.9 Access Control;A.9.4.C;System and Application Access Control;Ensure IAM password policy requires minimum length of 14 or greater;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_minimum_length_14;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.D;User Access Management;Ensure IAM password policy require at least one number;A.9 Access Control;A.9.2.D;User Access Management;Ensure IAM password policy require at least one number;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_number;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.D;User Responsibilities;Ensure IAM password policy require at least one number;A.9 Access Control;A.9.3.D;User Responsibilities;Ensure IAM password policy require at least one number;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_number;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.D;System and Application Access Control;Ensure IAM password policy require at least one number;A.9 Access Control;A.9.4.D;System and Application Access Control;Ensure IAM password policy require at least one number;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_number;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.B;User Access Management;Ensure IAM password policy prevents password reuse;A.9 Access Control;A.9.2.B;User Access Management;Ensure IAM password policy prevents password reuse;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_reuse_24;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.B;User Responsibilities;Ensure IAM password policy prevents password reuse;A.9 Access Control;A.9.3.B;User Responsibilities;Ensure IAM password policy prevents password reuse;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_reuse_24;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.B;System and Application Access Control;Ensure IAM password policy prevents password reuse;A.9 Access Control;A.9.4.B;System and Application Access Control;Ensure IAM password policy prevents password reuse;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_reuse_24;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.E;User Access Management;Ensure IAM password policy require at least one symbol;A.9 Access Control;A.9.2.E;User Access Management;Ensure IAM password policy require at least one symbol;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_symbol;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.E;User Responsibilities;Ensure IAM password policy require at least one symbol;A.9 Access Control;A.9.3.E;User Responsibilities;Ensure IAM password policy require at least one symbol;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_symbol;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.E;System and Application Access Control;Ensure IAM password policy require at least one symbol;A.9 Access Control;A.9.4.E;System and Application Access Control;Ensure IAM password policy require at least one symbol;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_symbol;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.G;User Access Management;Ensure IAM password policy requires at least one uppercase letter;A.9 Access Control;A.9.2.G;User Access Management;Ensure IAM password policy requires at least one uppercase letter;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_uppercase;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.G;User Responsibilities;Ensure IAM password policy requires at least one uppercase letter;A.9 Access Control;A.9.3.G;User Responsibilities;Ensure IAM password policy requires at least one uppercase letter;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_uppercase;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.G;System and Application Access Control;Ensure IAM password policy requires at least one uppercase letter;A.9 Access Control;A.9.4.G;System and Application Access Control;Ensure IAM password policy requires at least one uppercase letter;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:ap-south-1:735291151388:password-policy;iam_password_policy_uppercase;False;735291151388;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.I;User Access Management;Ensure IAM policies are attached only to groups or roles;A.9 Access Control;A.9.2.I;User Access Management;Ensure IAM policies are attached only to groups or roles;PASS;User Alex has no inline or attached policies.;arn:aws:iam::735291151388:user/Alex;iam_policy_attached_only_to_group_or_roles;False;Alex;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.I;System and Application Access Control;Ensure IAM policies are attached only to groups or roles;A.9 Access Control;A.9.4.I;System and Application Access Control;Ensure IAM policies are attached only to groups or roles;PASS;User Alex has no inline or attached policies.;arn:aws:iam::735291151388:user/Alex;iam_policy_attached_only_to_group_or_roles;False;Alex;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;PASS;IAM Role AWSServiceRoleForResourceExplorer accessed Bedrock 0 days ago (threshold: 60 days).;arn:aws:iam::735291151388:role/aws-service-role/resource-explorer-2.amazonaws.com/AWSServiceRoleForResourceExplorer;iam_role_access_not_stale_to_bedrock;False;AWSServiceRoleForResourceExplorer;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;FAIL;IAM Role AWSServiceRoleForSupport has Bedrock permissions but has never used them.;arn:aws:iam::735291151388:role/aws-service-role/support.amazonaws.com/AWSServiceRoleForSupport;iam_role_access_not_stale_to_bedrock;False;AWSServiceRoleForSupport;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;A.9 Access Control;A.9.2.M;User Access Management;Ensure credentials unused for 90 days or greater are disabled;FAIL;IAM Role cloudguardian-web-role has Bedrock permissions but has never used them.;arn:aws:iam::735291151388:role/cloudguardian-web-role;iam_role_access_not_stale_to_bedrock;False;cloudguardian-web-role;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.K;User Access Management;Ensure MFA is enabled for the 'root' account;A.9 Access Control;A.9.2.K;User Access Management;Ensure MFA is enabled for the 'root' account;PASS;MFA is enabled for root account.;arn:aws:iam::735291151388:root;iam_root_mfa_enabled;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.K;System and Application Access Control;Ensure MFA is enabled for the 'root' account;A.9 Access Control;A.9.4.K;System and Application Access Control;Ensure MFA is enabled for the 'root' account;PASS;MFA is enabled for root account.;arn:aws:iam::735291151388:root;iam_root_mfa_enabled;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;PASS;User <root_account> does not have access keys.;arn:aws:iam::735291151388:root;iam_rotate_access_key_90_days;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;PASS;User <root_account> does not have access keys.;arn:aws:iam::735291151388:root;iam_rotate_access_key_90_days;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.4.L;System and Application Access Control;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.4.L;System and Application Access Control;Ensure access keys are rotated every 90 days or less;PASS;User <root_account> does not have access keys.;arn:aws:iam::735291151388:root;iam_rotate_access_key_90_days;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.2.L;User Access Management;Ensure access keys are rotated every 90 days or less;PASS;User Alex does not have access keys older than 90 days.;arn:aws:iam::735291151388:user/Alex;iam_rotate_access_key_90_days;False;Alex;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;A.9 Access Control;A.9.3.I;User Responsibilities;Ensure access keys are rotated every 90 days or less;PASS;User Alex does not have access keys older than 90 days.;arn:aws:iam::735291151388:user/Alex;iam_rotate_access_key_90_days;False;Alex;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
