bucket_name,server_side_encryption_configuration
cloudguardian-data-c8f4e2a3,"{""Rules"":[{""ApplyServerSideEncryptionByDefault"":{""KMSMasterKeyID"":null,""SSEAlgorithm"":""AES256""},""BlockedEncryptionTypes"":{""EncryptionType"":[""SSE-C""]},""BucketKeyEnabled"":false}]}"
